"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","B18","B19","LJ","SS","WR","JP","WW","SR","NI","SP","WB","TI"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000999000999000999,0.000999000999000999,0.260739260739261,0.146853146853147,0.501498501498502,0.381618381618382,1,0.18981018981019,0.000999000999000999,0.004995004995005,0.000999000999000999,0.000999000999000999
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151848151848152,0.000999000999000999,0.050949050949051,0.000999000999000999,0.82017982017982,0.202797202797203,0.0849150849150849,0.0749250749250749,0.000999000999000999,0.000999000999000999,0.012987012987013,0.00599400599400599
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118881118881119,0.00999000999000999,0.015984015984016,0.042957042957043,0.247752247752248,0.738261738261738,0.731268731268731,0.133866133866134,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.025974025974026,0.000999000999000999,0.034965034965035,0.001998001998002,0.015984015984016,0.0619380619380619,0.000999000999000999,0.297702297702298
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0819180819180819,0.000999000999000999,0.000999000999000999,0.0539460539460539,0.0929070929070929,0.000999000999000999,0.238761238761239,0.271728271728272,0.000999000999000999,0.00699300699300699,0.000999000999000999,0.000999000999000999
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.0829170829170829,0.04995004995005,0.00699300699300699,0.0539460539460539,0.012987012987013,0.000999000999000999,0.000999000999000999,0.000999000999000999
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.0879120879120879,0.002997002997003,0.574425574425574,0.00999000999000999,0.545454545454545,0.123876123876124,0.142857142857143,0.0659340659340659,0.000999000999000999
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102897102897103,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.0779220779220779,0.0919080919080919,0.012987012987013,0.043956043956044,0.028971028971029,0.000999000999000999,0.0629370629370629,0.152847152847153
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00799200799200799,0.004995004995005,0.033966033966034,0.010989010989011,0.51048951048951,0.17982017982018,0.000999000999000999,0.162837162837163,0.748251748251748,0.0809190809190809,0.242757242757243,1
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555444555444555,0.047952047952048,0.001998001998002,0.022977022977023,0.725274725274725,0.0989010989010989,0.176823176823177,0.000999000999000999,0.125874125874126,0.04995004995005,0.242757242757243,0.215784215784216
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00599400599400599,0.0809190809190809,0.030969030969031,0.0749250749250749,0.000999000999000999,0.26973026973027,0.542457542457542,0.697302697302697,0.233766233766234,0.839160839160839,0.0979020979020979,0.454545454545455
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565434565434565,0.0589410589410589,0.000999000999000999,0.0869130869130869,0.212787212787213,0.000999000999000999,0.151848151848152,0.118881118881119,0.737262737262737,0.188811188811189,0.000999000999000999,0.390609390609391
